,a,n,x,y,z,label
9744,0.5,1,"(-12.867820956332448, -0.5776125126234507)",0,-0.5851529700235397,train
9745,0.5,1,"(-1.3517651354811282, 1.045937829750615)",0,1.0506916871047725,train
9746,0.5,1,"(-0.04140690691181048, 0.916080099568338)",0,0.9064965502291542,train
9747,0.5,1,"(-1.687435006120379, 2.7431146657059773)",1,1.7390690468711099,train
9748,0.5,1,"(7.293269260461562, -1.5987718175745385)",0,-1.5927178507164284,train
9749,0.5,1,"(6.305470822065062, -0.46091786934060547)",0,-0.4629906453154355,train
9750,0.5,1,"(-16.47477628192509, 1.337421061251216)",1,0.34013960809509003,train
9751,0.5,1,"(2.195634536059591, 0.294031201695259)",1,-0.7105657438472648,train
9752,0.5,1,"(-9.359649187977764, 0.9439929287864588)",0,0.9392998425572485,train
9753,0.5,1,"(14.680288206775241, 1.4681514774134419)",1,0.47303219555166603,train
9754,0.5,1,"(-13.305240756900172, 2.977344450793386)",1,1.9694132249814773,train
9755,0.5,1,"(-3.761593032570205, -1.406132021350461)",0,-1.4130224188157405,train
9756,0.5,1,"(25.833581972190636, 1.9510945627918868)",1,0.9609643946682275,train
9757,0.5,1,"(17.803200468156973, 0.7464698834584865)",1,-0.26015384599339875,train
9758,0.5,1,"(-2.8414739625487724, 1.0741984363261736)",1,0.07147652476744065,train
9759,0.5,1,"(1.41815517336975, -1.9499852044730188)",0,-1.9564537026415425,train
9760,0.5,1,"(-2.1703135546693937, 0.4220893701525086)",1,-0.584093366935619,train
9761,0.5,1,"(8.840662167903854, 1.3343036517769566)",1,0.34625570973591047,train
9762,0.5,1,"(6.885773460191097, 1.209043886996455)",0,1.1999566656921798,train
9763,0.5,1,"(2.8606079485923495, -1.7829286453649453)",0,-1.7669490317785121,train
9764,0.5,1,"(26.20400053779488, 0.08749730545643095)",1,-0.9028888175245533,train
9765,0.5,1,"(-4.053303836445352, 3.3715281737399936)",1,2.3741105568769374,train
9766,0.5,1,"(-1.194012533287866, 1.5341257629625327)",1,0.5254197135312357,train
9767,0.5,1,"(8.783791768397744, -1.3821978800808987)",0,-1.380781490409627,train
9768,0.5,1,"(13.866637927834393, -0.38755757890708864)",0,-0.40384801576756046,train
9769,0.5,1,"(-8.134563685153129, 0.808506925641628)",1,-0.19107754368061114,train
9770,0.5,1,"(3.6858079351502306, 0.7678209011464755)",1,-0.24139025454246177,train
9771,0.5,1,"(0.7801098579239081, 2.786859764358714)",1,1.8072022590672792,train
9772,0.5,1,"(-0.2350829485149708, 0.5768479333902831)",1,-0.4285795628531105,train
9773,0.5,1,"(-2.290597157452175, 1.1799345443766078)",1,0.18948452992674353,train
9774,0.5,1,"(-6.372404141079025, 1.762703846188756)",1,0.7696123299392456,train
9775,0.5,1,"(-6.099608435007388, 1.810698164481443)",1,0.815954583613935,train
9776,0.5,1,"(-3.7051595594232314, -1.0541369800787794)",0,-1.0641446234492553,train
9777,0.5,1,"(-2.7107511189189823, -1.7201056637347054)",0,-1.711718785591393,train
9778,0.5,1,"(12.55870944827704, -0.9797196207721895)",0,-0.9643781783440949,train
9779,0.5,1,"(11.6099970530853, -0.9021729114861383)",0,-0.9140094777300458,train
9780,0.5,1,"(-12.162116600534436, -0.13714271152110463)",0,-0.1313296862923531,train
9781,0.5,1,"(3.957272632503861, 0.38922570263676715)",1,-0.608551262177147,train
9782,0.5,1,"(14.369134058267857, -0.860171784466532)",0,-0.8760926348729305,train
9783,0.5,1,"(-2.0805722918543457, 1.1229988946962752)",1,0.11977349454973002,train
9784,0.5,1,"(5.7942309653363875, 2.124006660350397)",1,1.119940885968981,train
9785,0.5,1,"(12.610738527648516, -0.7971756576371061)",0,-0.7857641431251474,train
9786,0.5,1,"(2.5799037862762444, -0.7021637476112588)",0,-0.6833323974061289,train
9787,0.5,1,"(-9.569349107366824, -0.424196215283779)",1,-1.415411908378029,train
9788,0.5,1,"(-4.813652614099279, -1.1460804869380472)",0,-1.1544430420832694,train
9789,0.5,1,"(0.12595362433448043, -0.7889189862149377)",0,-0.7861313762123383,train
9790,0.5,1,"(6.602086194061067, -0.5200141347141987)",0,-0.5061779015682795,train
9791,0.5,1,"(20.884327038949415, -1.9943227975889701)",0,-1.9990167071634697,train
9792,0.5,1,"(-0.2109632063639073, 0.8151894830930954)",1,-0.19328766132289354,train
9793,0.5,1,"(-4.189441382628475, 1.167475205842276)",1,0.16775406000556864,train
9794,0.5,1,"(-14.877315074146201, 3.1886405724492275)",1,2.182254907041118,train
9795,0.5,1,"(-6.990408164116253, 0.9882517076270605)",0,0.9788224118383866,train
9796,0.5,1,"(1.0999649806595384, 1.546842765563465)",1,0.55401132200611,train
9797,0.5,1,"(6.527567583545181, -0.16242641473449432)",0,-0.17894584724901758,train
9798,0.5,1,"(7.248820831720237, 2.041994088887127)",1,1.0363201394791943,train
9799,0.5,1,"(2.9944149725257283, -1.7482812876897642)",0,-1.7470346342942826,train
9800,0.5,1,"(-6.39215445162019, 1.1146865525638472)",1,0.11105813113732527,train
9801,0.5,1,"(-0.06204411870077209, 0.40228242213154247)",1,-0.5987391888983273,train
9802,0.5,1,"(5.097447983984719, -0.9745900516700589)",0,-1.001863293777802,train
9803,0.5,1,"(-9.396845567137667, 3.6725598704078313)",1,2.653476907359231,train
9804,0.5,1,"(-13.391199199881934, -0.014978885314476168)",0,-0.01960409254030726,train
9805,0.5,1,"(-12.99597539216493, -2.2041768724862822)",0,-2.1944847295258656,train
9806,0.5,1,"(0.5044325314749709, 0.8897380739521291)",0,0.8858720698462619,train
9807,0.5,1,"(7.946559255049567, 2.28174500146535)",1,1.266203939227263,train
9808,0.5,1,"(-4.950071734658055, 1.320638704634245)",1,0.3271453484771698,train
9809,0.5,1,"(-2.8121967896815714, -0.20186988770461242)",1,-1.191525370889543,train
9810,0.5,1,"(4.614139842027724, 1.2537536847525081)",0,1.261674311537971,train
9811,0.5,1,"(-1.7811690649788876, 2.643526924100818)",1,1.6442968685683674,train
9812,0.5,1,"(-5.895499327635351, 1.2050452473647848)",1,0.19759504105426484,train
9813,0.5,1,"(8.520228342315303, 1.6206224688305968)",1,0.6316770030418191,train
9814,0.5,1,"(1.2884751660041545, -0.8115049059337406)",1,-1.8170443125226958,train
9815,0.5,1,"(-1.3536908178541558, 0.6140760469611865)",1,-0.3902942529323794,train
9816,0.5,1,"(-9.782408321358066, 1.5233120434826342)",1,0.5130701126177728,train
9817,0.5,1,"(-15.133347390531938, 0.8811625207882551)",1,-0.11841525958068211,train
9818,0.5,1,"(0.5027725740716416, -2.535220400065286)",0,-2.5240351557720695,train
9819,0.5,1,"(-19.010538605940482, 1.6025462882860515)",1,0.6083031850323835,train
9820,0.5,1,"(-12.92943272224909, -0.41694916365269596)",0,-0.4248907747273361,train
9821,0.5,1,"(9.958269559585469, -0.3231114915520449)",1,-1.3325317076869858,train
9822,0.5,1,"(0.8733077757541909, -1.2225601115972775)",0,-1.214839383848874,train
9823,0.5,1,"(-0.4105692520710166, 1.8474276621093038)",1,0.844046656686205,train
9824,0.5,1,"(10.348936723975116, -3.24621758562175)",0,-3.237816490319468,train
9825,0.5,1,"(-2.7473566840457577, 0.6874338614097163)",0,0.7029482119020527,train
9826,0.5,1,"(-15.536462667707262, -0.8291638776573709)",0,-0.8388970625720454,train
9827,0.5,1,"(-6.548639440135392, 1.3638031013536471)",1,0.36092336884442583,train
9828,0.5,1,"(5.376200118712606, -0.11124977589867062)",1,-1.1145111261800593,train
9829,0.5,1,"(-2.3184723229276245, 3.663277370279212)",1,2.658253072032555,train
9830,0.5,1,"(0.9733248615288654, 1.2728288571584663)",1,0.2673237701289237,train
9831,0.5,1,"(-7.237848723518815, -1.1301365437189366)",0,-1.155207774703274,train
9832,0.5,1,"(6.932022171639652, 3.288507985327564)",1,2.2756705602944756,train
9833,0.5,1,"(12.964392143880126, -0.023356223886519072)",0,-0.00010736336995170737,train
9834,0.5,1,"(3.9844210842751258, 1.623134833589002)",0,1.6175623576797031,train
9835,0.5,1,"(-1.7287991512749037, -0.255378171755183)",1,-1.258258471176826,train
9836,0.5,1,"(-1.4219003206676422, 0.4445805758051574)",0,0.4394112171984169,train
9837,0.5,1,"(-14.507662478642295, 1.7477183199650683)",1,0.7549914721330376,train
9838,0.5,1,"(-8.473383852966379, -0.25334071783318196)",0,-0.2727522273265127,train
9839,0.5,1,"(-9.087455643336863, 0.26912018906696883)",0,0.2724808357020351,train
9840,0.5,1,"(-16.538880170075366, 2.607921941399013)",1,1.6067162188918456,train
9841,0.5,1,"(0.016338872807234617, -0.15222811067495656)",0,-0.16090758126979537,train
9842,0.5,1,"(-4.1538146847078385, 0.49013307779495063)",0,0.4827020046649857,train
9843,0.5,1,"(-5.0358436079995474, 0.42271397301110325)",0,0.4326442362100055,train
9844,0.5,1,"(-9.12691413564053, 0.17178606978682062)",0,0.16719482729185708,train
9845,0.5,1,"(-2.494620462553637, 0.1216406768950571)",0,0.12754337569467944,train
9846,0.5,1,"(9.545132975454067, 2.41462325931518)",1,1.3945374054893724,train
9847,0.5,1,"(-5.317668921908917, -0.5469691534692337)",0,-0.5493916170906901,train
9848,0.5,1,"(18.186781636519868, -0.6380258842583941)",0,-0.6273767074858744,train
9849,0.5,1,"(1.1190476536524476, 2.253770477531746)",1,1.2463072717463333,train
9850,0.5,1,"(-0.8716960882051858, 1.679033599493582)",1,0.690312297380955,train
9851,0.5,1,"(4.301458474251058, 1.602316799391364)",1,0.596692448927488,train
9852,0.5,1,"(12.94167919591497, 1.0553717855732792)",1,0.06368278493383689,train
9853,0.5,1,"(-5.928039215881657, 0.11523428157209738)",0,0.10687215966522245,train
9854,0.5,1,"(-0.06865950566097156, -2.346859503898451)",0,-2.3346319905607746,train
9855,0.5,1,"(10.974912458944754, 1.522364443066116)",1,0.5188839138778003,train
9856,0.5,1,"(7.696450378366348, 0.7011049239583202)",0,0.7168242834146035,train
9857,0.5,1,"(7.6448282516838955, -1.7457763067641894)",0,-1.7507423470722991,train
9858,0.5,1,"(-3.354006500285342, 1.8025236771913793)",0,1.8063453925972035,train
9859,0.5,1,"(1.875220755256944, -2.3940075172126973)",0,-2.406866493351025,train
9860,0.5,1,"(8.932204576601263, 3.6203095060328456)",1,2.606284989795222,train
9861,0.5,1,"(-17.34247868766099, 1.9350386445521324)",1,0.9383396736385676,train
9862,0.5,1,"(0.5527968736071392, -0.34380263808017913)",0,-0.330648195486291,train
9863,0.5,1,"(-0.6097509847473959, 0.0011103503156503491)",1,-0.992419694675706,train
9864,0.5,1,"(0.37287934255651733, 0.9675787590887486)",0,0.9563310519720041,train
9865,0.5,1,"(-3.535807821969591, 1.252617888595846)",0,1.2467686256673034,train
9866,0.5,1,"(-4.86986085147008, 0.14044996876530333)",1,-0.8579419257630445,train
9867,0.5,1,"(6.2015100411062285, 1.889005092585273)",1,0.8983030899862579,train
9868,0.5,1,"(1.052912251470455, -2.219529913329704)",0,-2.2298878192766898,train
9869,0.5,1,"(-4.80488472533883, -0.9178010160283004)",0,-0.9412739915041767,train
9870,0.5,1,"(-15.281881524088583, 2.100128900585819)",1,1.0985839990354311,train
9871,0.5,1,"(3.1802113600493946, 0.4227347780142144)",1,-0.5685418218256288,train
9872,0.5,1,"(-5.178614432692617, -0.20703622793490198)",0,-0.1865493770964347,train
9873,0.5,1,"(7.682386448790065, 1.2478907292703836)",1,0.2367369497215216,train
9874,0.5,1,"(-14.814690498131004, 0.9089586307176504)",0,0.9160741298976758,train
9875,0.5,1,"(-6.640052138205702, 1.3774317351083862)",0,1.3840455268919287,train
9876,0.5,1,"(12.106605713245184, 0.8376320949512084)",1,-0.1471015795315338,train
9877,0.5,1,"(8.571582578811384, -0.3553316686684179)",0,-0.3755001460553458,train
9878,0.5,1,"(-0.5855567141858834, 1.850391491682112)",1,0.8466241051707446,train
9879,0.5,1,"(3.1099650698380987, 1.1031825379277809)",1,0.11225323147421407,train
9880,0.5,1,"(-20.037931612964584, 1.5663209338680935)",1,0.563083368887076,train
9881,0.5,1,"(-3.7645746489134884, 1.1235763265962149)",1,0.1209285847613476,train
9882,0.5,1,"(0.7734309236033412, -0.31119712031406466)",0,-0.3150762461188719,train
9883,0.5,1,"(6.82076779580883, -0.09104651395139365)",1,-1.09917462250129,train
9884,0.5,1,"(-0.3019400365319027, -1.5328049269738055)",0,-1.5394339474899674,train
9885,0.5,1,"(-8.185955447890422, 0.6840330110811865)",0,0.6742693069510286,train
9886,0.5,1,"(-8.000611068681176, 1.8992169949250735)",1,0.9040079170258626,train
9887,0.5,1,"(0.1325274531576046, 1.0577980947023928)",0,1.0684047404242467,train
9888,0.5,1,"(0.2915947688952094, 3.368051960876578)",1,2.3819484612647583,train
9889,0.5,1,"(3.518120341095086, 2.1020146161625886)",1,1.093920707584515,train
9890,0.5,1,"(14.396047167636372, -0.08307763873848285)",0,-0.06925353212535773,train
9891,0.5,1,"(11.968826055546316, 2.945385749077452)",1,1.9496587441365696,train
9892,0.5,1,"(-2.4261665677561504, -0.6036608628549965)",0,-0.5920639172206331,train
9893,0.5,1,"(-5.2630177063867345, -0.9868695944570238)",0,-0.9931714359111494,train
9894,0.5,1,"(-17.194968528962924, 2.7186324734065144)",1,1.7236247521765418,train
9895,0.5,1,"(-2.8747304907355486, -0.9908747065934939)",0,-1.0037380278660444,train
9896,0.5,1,"(-7.433523336233877, 1.9308612848590498)",1,0.9274052186132538,train
9897,0.5,1,"(-4.49616760223316, 0.5700448103601453)",0,0.5745096360513589,train
9898,0.5,1,"(-14.367354645307072, -0.30854272665750593)",0,-0.29770019445170565,train
9899,0.5,1,"(-10.019661581890858, 1.4164538800809114)",1,0.42174569866517947,train
9900,0.5,1,"(-3.1532046509511678, 0.08513342162694511)",0,0.06574058497392354,train
9901,0.5,1,"(-6.7793467203050115, -2.2409932968455744)",0,-2.226346832331301,train
9902,0.5,1,"(5.181566989038831, 1.4246187063222928)",1,0.42773513222258996,train
9903,0.5,1,"(-0.9830204569130652, 0.5382804961163508)",0,0.5489268084245131,train
9904,0.5,1,"(9.214389659088798, -0.47884843288588336)",0,-0.45597278253274376,train
9905,0.5,1,"(-20.82845503849387, 3.410970010511354)",1,2.4086137961319753,train
9906,0.5,1,"(-11.41511347650378, 1.046926156982298)",0,1.043462829987557,train
9907,0.5,1,"(1.2188106736993578, -0.22458412336888592)",0,-0.23555293367953856,train
9908,0.5,1,"(5.041140795753868, -0.6807966277167663)",0,-0.6731261575691361,train
9909,0.5,1,"(-12.948404317979438, 0.055207241573576656)",0,0.05933144123809997,train
9910,0.5,1,"(-14.550931917792692, -2.5918657711552178)",0,-2.580609166123426,train
9911,0.5,1,"(16.633060273748317, 2.3656179329855775)",1,1.3696312362635898,train
9912,0.5,1,"(10.921043318850923, 0.7264781438509575)",1,-0.2840377048345816,train
9913,0.5,1,"(11.208198424674867, 0.9747106894949155)",1,-0.03706434747188836,train
9914,0.5,1,"(4.61872793588608, 2.8831259215927822)",1,1.87198002177382,train
9915,0.5,1,"(4.946480074244532, 1.2265193320499947)",1,0.22341715489823827,train
9916,0.5,1,"(16.677645516188857, 1.2676121247192034)",0,1.27084518146544,train
9917,0.5,1,"(4.206426103507464, 0.7205690488477672)",0,0.7158845908796982,train
9918,0.5,1,"(-5.519250851061257, -0.8084921752882144)",0,-0.7997695795540989,train
9919,0.5,1,"(0.6016765776337921, -0.8129936895959822)",0,-0.8153382704779628,train
9920,0.5,1,"(7.213651738715862, 0.39243568336319845)",1,-0.6037731975067744,train
9921,0.5,1,"(-10.881638418838623, 1.596703866784058)",0,1.5927092346782739,train
9922,0.5,1,"(-5.594607937612117, 2.6428825006062295)",1,1.641831967958532,train
9923,0.5,1,"(11.681546336393698, 1.7983487277476962)",1,0.8230364374764951,train
9924,0.5,1,"(-2.025423346257725, 0.02157085434695743)",0,0.03139704313260172,train
9925,0.5,1,"(-3.005208586433027, 0.5484807018174638)",0,0.5359019852442464,train
9926,0.5,1,"(6.918077137965992, 1.4859162775828014)",1,0.48417093107240006,train
9927,0.5,1,"(-1.1247783220097527, 1.1470424566489907)",1,0.16185755983576672,train
9928,0.5,1,"(17.09671456765894, 2.694030420669729)",1,1.6943958199420766,train
9929,0.5,1,"(28.996823942882724, 0.4974516955417132)",1,-0.5043325404363257,train
9930,0.5,1,"(10.921845789561221, 1.3384891787555098)",1,0.3558650918416709,train
9931,0.5,1,"(8.0063812764172, 1.5190298586655873)",1,0.5206468810652243,train
9932,0.5,1,"(0.721145057055258, -1.8552266312342172)",0,-1.8529049227794332,train
9933,0.5,1,"(2.194865319446371, 0.14399031071625418)",1,-0.8646312003183352,train
9934,0.5,1,"(11.652859716056316, 0.6395224891164888)",1,-0.3446084390193961,train
9935,0.5,1,"(-1.2696227478775048, -0.1725890724326121)",0,-0.1672486268994659,train
9936,0.5,1,"(5.010886162441446, 0.13861637833648993)",0,0.1326128264076738,train
9937,0.5,1,"(-2.291591176127305, 2.4766186434483166)",1,1.4683977408163145,train
9938,0.5,1,"(-2.833582082755201, 0.2392048022809544)",1,-0.7634681757633799,train
9939,0.5,1,"(1.5971182624124851, 0.9027792881244214)",0,0.9108545245282644,train
9940,0.5,1,"(7.04657754498081, -2.3917269657941693)",0,-2.398631616389077,train
9941,0.5,1,"(10.392605951734241, 0.36661314622968233)",0,0.35069573883526883,train
9942,0.5,1,"(-10.099755444938838, 1.752974810509714)",0,1.7461753589167706,train
9943,0.5,1,"(7.051906622703562, 1.7042138810042815)",1,0.7056938158816877,train
9944,0.5,1,"(2.2115893117809384, -0.6485831808400301)",1,-1.6627203928165462,train
9945,0.5,1,"(18.128068881855942, 1.8837274225703207)",1,0.8916727517502611,train
9946,0.5,1,"(8.86900725938705, 1.5517170610455506)",1,0.536771412727814,train
9947,0.5,1,"(11.242549257790111, -0.2768766374504213)",0,-0.294515076600096,train
9948,0.5,1,"(3.880202295770135, 2.4981359570783384)",1,1.4850311271800891,train
9949,0.5,1,"(9.545340370457208, 1.2199286186614144)",1,0.2252013765556663,train
9950,0.5,1,"(11.748181363334941, -1.7667304161798367)",0,-1.7556873456298263,train
9951,0.5,1,"(11.084909190810517, 0.40275558233463365)",1,-0.5959130985886669,train
9952,0.5,1,"(0.4628867751479856, 1.977035485689555)",1,0.9695215469096019,train
9953,0.5,1,"(8.543738506425298, -0.5441386096977278)",0,-0.5627887921672351,train
9954,0.5,1,"(2.4701844416505305, -1.1699687924674764)",0,-1.19124679533535,train
9955,0.5,1,"(-16.59051786905331, -2.640537880333295)",0,-2.619692564322837,train
9956,0.5,1,"(9.658085769533482, 1.6258302040655532)",1,0.6223271719228572,train
9957,0.5,1,"(-14.1581670204389, 3.246886001624854)",1,2.243543009985164,train
9958,0.5,1,"(-5.617007857845156, 2.099331398189326)",1,1.1061354526251053,train
9959,0.5,1,"(-13.98606842510594, -1.055828324177939)",0,-1.0517829301789643,train
9960,0.5,1,"(-8.75581001351719, 2.4292756326666547)",1,1.4259165396840938,train
9961,0.5,1,"(10.442391362295352, -1.9837147761409113)",0,-1.9802678044494793,train
9962,0.5,1,"(-2.2787035603217967, -1.1005759309056073)",0,-1.1028777123065132,train
9963,0.5,1,"(4.773486919771658, 1.5812861641119422)",1,0.5774574566979229,train
9964,0.5,1,"(6.3700334837520645, -1.805383995332166)",0,-1.7900977318493887,train
9965,0.5,1,"(-5.534673237340467, 0.9785569438875674)",1,-0.02083051857217344,train
9966,0.5,1,"(-13.178499715496846, 0.48801773145353294)",1,-0.5065883369472994,train
9967,0.5,1,"(-0.7877595723593445, 0.2312789567428753)",1,-0.7591257074830626,train
9968,0.5,1,"(7.679439070559238, 1.2516871208214935)",1,0.24600848825767913,train
9969,0.5,1,"(5.837087434747229, 2.2103718935286674)",1,1.2114616012677866,train
9970,0.5,1,"(-2.5268546450724667, 1.1429932033903667)",1,0.1466012238700512,train
9971,0.5,1,"(-17.547621179715293, 2.006400651447869)",1,0.9933802116550814,train
9972,0.5,1,"(0.9999646933431181, 1.6151385633307884)",1,0.5948433197442333,train
9973,0.5,1,"(6.4595182132174624, 2.1729445507212666)",1,1.1703428539887848,train
9974,0.5,1,"(6.482343417304474, 2.229810585839783)",1,1.2294157905005472,train
9975,0.5,1,"(12.448506487461648, 3.0227957225876287)",1,2.044178237141466,train
9976,0.5,1,"(5.972283479463, 1.3658842505957118)",1,0.37804305667512317,train
9977,0.5,1,"(1.3016533084311297, 0.19324714731360776)",0,0.19928678481716622,train
9978,0.5,1,"(2.7570402773998306, 1.5235134201161376)",1,0.5273638454787465,train
9979,0.5,1,"(22.08124051543806, 1.4145101444222838)",1,0.4201861403298546,train
9980,0.5,1,"(-10.0962397978713, 0.14574878889758872)",0,0.1488286106515354,train
9981,0.5,1,"(4.8428503070340865, 0.12241454495503996)",1,-0.8800142738273276,train
9982,0.5,1,"(-3.1752958822941544, -0.32315823922670106)",1,-1.3306871315781266,train
9983,0.5,1,"(-11.498813277683773, 3.3224708338454567)",1,2.321600122152799,train
9984,0.5,1,"(23.15540476179436, -1.9393387836074854)",0,-1.9387710549115653,train
9985,0.5,1,"(6.089558412021671, -1.1392954303103084)",0,-1.1448867292645446,train
9986,0.5,1,"(6.1932088887381, -0.7842759943324523)",0,-0.7794598584231398,train
9987,0.5,1,"(8.388160219075743, -1.423299995014715)",0,-1.4458402474465313,train
9988,0.5,1,"(4.347751782566057, 1.543650427860862)",1,0.5391968683440728,train
9989,0.5,1,"(-3.513649094076498, 1.0481804665087733)",1,0.034558250532753854,train
9990,0.5,1,"(6.575999626550409, -2.529720466500702)",0,-2.5399435655341893,train
9991,0.5,1,"(5.576397638886272, -1.1031463942489057)",0,-1.1097409302285617,train
9992,0.5,1,"(1.3392044321907977, -0.9121046705807584)",0,-0.9119837447473995,train
9993,0.5,1,"(-15.43459469983969, 1.2323004614700217)",1,0.2598617485190633,train
9994,0.5,1,"(0.35333133500592173, 0.9937479389811479)",0,0.9804146312130742,train
9995,0.5,1,"(-4.322431033194411, -1.356863891451477)",0,-1.3695695902463618,train
9996,0.5,1,"(4.064417033696393, -0.48174382772584307)",0,-0.48207288440154705,train
9997,0.5,1,"(1.742048717758677, 3.2326535851730642)",1,2.2298478475582026,train
9998,0.5,1,"(-10.762867939847002, -1.1325391143040031)",0,-1.1418898995811757,train
9999,0.5,1,"(-0.9150040024312731, -1.2698601151252409)",0,-1.2726851575417188,train
10000,-0.9,1,"(-7.303449266744925, 1.210804240507898)",0,1.2217631448976094,test
10001,-0.9,1,"(-2.219031038466413, 2.2351300659273448)",1,1.2402933802335934,test
10002,-0.9,1,"(4.271567640713421, -0.5740659386221154)",0,-0.5651384978861268,test
10003,-0.9,1,"(1.380329079751324, -1.6361949892822594)",1,-2.628917275877687,test
10004,-0.9,1,"(-11.593669597753735, -0.15221839751859945)",1,-1.1414426203845267,test
10005,-0.9,1,"(10.330944124538638, 0.5243377471212439)",1,-0.469353342719097,test
10006,-0.9,1,"(6.865452181040965, 1.2086623121817468)",1,0.2346053780021905,test
10007,-0.9,1,"(-4.375497877357939, 3.051138220474063)",0,3.0472115968470854,test
10008,-0.9,1,"(6.090996430685041, 0.3207376704080368)",0,0.3288666617954472,test
10009,-0.9,1,"(9.358117822167277, 1.1325914659909833)",0,1.1405150036869334,test
10010,-0.9,1,"(4.4726770354524135, -1.46387411810258)",1,-2.4722254356653237,test
10011,-0.9,1,"(12.149399610424974, 3.118119824171045)",0,3.1361878953404716,test
10012,-0.9,1,"(-2.9561818614191715, 1.6073534510343817)",0,1.6190088451906435,test
10013,-0.9,1,"(6.374543048602739, -1.6568705359073472)",0,-1.6525539941882665,test
10014,-0.9,1,"(1.1513820380632218, 0.6514836061573266)",0,0.6481547563949471,test
10015,-0.9,1,"(-2.7891456564857022, -0.8052416082063462)",1,-1.7981229798645013,test
10016,-0.9,1,"(-3.529488456287952, 1.274290520806487)",1,0.2720532854386494,test
10017,-0.9,1,"(7.679789579476993, 1.256751309984868)",1,0.2663444588993208,test
10018,-0.9,1,"(-7.184653914303258, 1.1907263092334786)",1,0.18415822391141912,test
10019,-0.9,1,"(-2.4971901515221155, 0.8825939161443136)",0,0.8887972635199058,test
10020,-0.9,1,"(-1.5646156409610361, 1.1986357354212902)",0,1.1946642397085974,test
10021,-0.9,1,"(4.112223551733141, 1.2512237582375163)",1,0.25143327199710763,test
10022,-0.9,1,"(7.772473957635552, 0.47296626987677975)",1,-0.525020608234642,test
10023,-0.9,1,"(5.784000230307584, -0.031003862640247504)",0,-0.028766931139832974,test
10024,-0.9,1,"(20.89294926422335, 2.1931596081279645)",0,2.2017911764697735,test
10025,-0.9,1,"(0.1783999371777607, 0.43215258570897747)",1,-0.568657505304277,test
10026,-0.9,1,"(3.3866585151566566, 2.0155121345597764)",1,1.0179029163422229,test
10027,-0.9,1,"(-6.919667206008743, 2.1547906706591666)",0,2.161398652044806,test
10028,-0.9,1,"(2.237057088470881, 0.870128447960176)",0,0.8722980977463575,test
10029,-0.9,1,"(1.8380065563595487, 1.0200438463769756)",1,0.020605883434833605,test
10030,-0.9,1,"(0.38890866796708456, 0.7730159792021135)",1,-0.2199686024979014,test
10031,-0.9,1,"(-2.49499516180377, 0.3286978300608119)",0,0.3215527938469618,test
10032,-0.9,1,"(-3.6734316166206735, -0.5008446280752537)",1,-1.5041057303833139,test
10033,-0.9,1,"(2.962248974063515, 0.5529127158639473)",0,0.5482379890840965,test
10034,-0.9,1,"(8.832570726909916, -0.4056463546179669)",1,-1.4140191690116617,test
10035,-0.9,1,"(3.0198243539047893, -0.18306422013978987)",1,-1.1624098257126834,test
10036,-0.9,1,"(5.021913693034513, 0.327855432657376)",1,-0.6628116586869359,test
10037,-0.9,1,"(-15.83453913386229, -0.07885702216396129)",1,-1.0772564482742908,test
10038,-0.9,1,"(-4.675586596401116, 2.6685683050183626)",0,2.661163102203129,test
10039,-0.9,1,"(10.954083240046709, 0.26990652492865735)",0,0.2719563999040374,test
10040,-0.9,1,"(-3.2599529299635135, -0.225255418961719)",1,-1.2098030407771556,test
10041,-0.9,1,"(-3.9005206572482725, 0.20659303504534093)",1,-0.8073130846616975,test
10042,-0.9,1,"(7.749347034290914, -0.2530041097387571)",0,-0.26619020373512237,test
10043,-0.9,1,"(-3.290280877308782, -0.34375479966649125)",1,-1.3423626029409137,test
10044,-0.9,1,"(-1.6349831900140437, 2.4280292965649153)",0,2.428907752382429,test
10045,-0.9,1,"(-6.874558522275856, -0.6130265972015604)",1,-1.6040564630034266,test
10046,-0.9,1,"(16.523314865715133, 2.9490905666198852)",1,1.9409794941902425,test
10047,-0.9,1,"(-2.753402018699335, 1.254299564509268)",0,1.2424193497190192,test
10048,-0.9,1,"(15.164547916168111, 0.3210151733105563)",1,-0.6906879284371266,test
10049,-0.9,1,"(7.860895663143404, -0.08548692693794102)",0,-0.06771461719217742,test
10050,-0.9,1,"(1.8253823209990359, 1.1440422078457873)",0,1.1479722493394011,test
10051,-0.9,1,"(-1.8137038492134265, -0.4765597925504533)",1,-1.4628375344382314,test
10052,-0.9,1,"(-3.5849631961658264, -0.5686451111894844)",0,-0.5658362549702348,test
10053,-0.9,1,"(4.675144278822208, 1.1464152994986563)",1,0.15176090365542516,test
10054,-0.9,1,"(5.793471605988346, -0.7410651508668993)",1,-1.7461887933510956,test
10055,-0.9,1,"(-6.442756478215703, 0.8054236793772895)",1,-0.20596237470238465,test
10056,-0.9,1,"(-10.341299328400455, 1.7280054053487062)",0,1.7325323361607996,test
10057,-0.9,1,"(2.965179918585016, 3.0911079859549844)",0,3.0796671941398666,test
10058,-0.9,1,"(-13.02942208668155, -0.527440124878135)",1,-1.5303349786894662,test
10059,-0.9,1,"(12.6070048833217, 0.43952076621741665)",1,-0.562506879675488,test
10060,-0.9,1,"(-4.516788229637436, 0.26721911051718505)",1,-0.7279236635708862,test
